escenario,cluster,cod,sistema,anio,balance_lps
CON_PAAM,CLUSTER C-6,MEA29,ME-A-29 Lajas,2026,-1.46
CON_PAAM,CLUSTER C-6,MEA29,ME-A-29 Lajas,2027,-1.48
CON_PAAM,CLUSTER C-6,MEA29,ME-A-29 Lajas,2028,-1.51
CON_PAAM,CLUSTER C-6,MEA29,ME-A-29 Lajas,2029,-1.53
CON_PAAM,CLUSTER C-6,MEA29,ME-A-29 Lajas,2030,-1.55
CON_PAAM,CLUSTER C-6,MEA29,ME-A-29 Lajas,2031,-1.58
CON_PAAM,CLUSTER C-6,MEA29,ME-A-29 Lajas,2032,2.14
CON_PAAM,CLUSTER C-6,MEA29,ME-A-29 Lajas,2033,2.14
CON_PAAM,CLUSTER C-6,MEA29,ME-A-29 Lajas,2034,2.14
CON_PAAM,CLUSTER C-6,MEA29,ME-A-29 Lajas,2035,2.14
CON_PAAM,CLUSTER C-6,MEA29,ME-A-29 Lajas,2036,2.14
CON_PAAM,CLUSTER C-6,MEA29,ME-A-29 Lajas,2037,2.14
CON_PAAM,CLUSTER C-6,MEA29,ME-A-29 Lajas,2038,2.14
CON_PAAM,CLUSTER C-6,MEA29,ME-A-29 Lajas,2039,2.14
CON_PAAM,CLUSTER C-6,MEA29,ME-A-29 Lajas,2040,2.14
CON_PAAM,CLUSTER C-6,MEA30,ME-A-30 Jerico,2024,-0.74
CON_PAAM,CLUSTER C-6,MEA30,ME-A-30 Jerico,2025,2.37
CON_PAAM,CLUSTER C-6,MEA30,ME-A-30 Jerico,2026,7.36
CON_PAAM,CLUSTER C-6,MEA30,ME-A-30 Jerico,2027,7.36
CON_PAAM,CLUSTER C-6,MEA30,ME-A-30 Jerico,2028,7.35
CON_PAAM,CLUSTER C-6,MEA30,ME-A-30 Jerico,2029,7.34
CON_PAAM,CLUSTER C-6,MEA30,ME-A-30 Jerico,2030,7.34
CON_PAAM,CLUSTER C-6,MEA30,ME-A-30 Jerico,2031,7.33
CON_PAAM,CLUSTER C-6,MEA30,ME-A-30 Jerico,2032,5.72
CON_PAAM,CLUSTER C-6,MEA30,ME-A-30 Jerico,2033,5.72
CON_PAAM,CLUSTER C-6,MEA30,ME-A-30 Jerico,2034,5.72
CON_PAAM,CLUSTER C-6,MEA30,ME-A-30 Jerico,2035,5.72
CON_PAAM,CLUSTER C-6,MEA30,ME-A-30 Jerico,2036,5.72
CON_PAAM,CLUSTER C-6,MEA30,ME-A-30 Jerico,2037,5.72
CON_PAAM,CLUSTER C-6,MEA30,ME-A-30 Jerico,2038,5.72
CON_PAAM,CLUSTER C-6,MEA30,ME-A-30 Jerico,2039,5.72
CON_PAAM,CLUSTER C-6,MEA30,ME-A-30 Jerico,2040,5.72
CON_PAAM,CLUSTER C-5,MEA31,ME-A-31 Puriscal,2024,-0.83
CON_PAAM,CLUSTER C-5,MEA31,ME-A-31 Puriscal,2025,-2.63
CON_PAAM,CLUSTER C-5,MEA31,ME-A-31 Puriscal,2026,-4.52
CON_PAAM,CLUSTER C-5,MEA31,ME-A-31 Puriscal,2027,-6.69
CON_PAAM,CLUSTER C-5,MEA31,ME-A-31 Puriscal,2028,-9.06
CON_PAAM,CLUSTER C-5,MEA31,ME-A-31 Puriscal,2029,-11.5
CON_PAAM,CLUSTER C-5,MEA31,ME-A-31 Puriscal,2030,-14.03
CON_PAAM,CLUSTER C-5,MEA31,ME-A-31 Puriscal,2031,-16.62
CON_PAAM,CLUSTER C-5,MEA31,ME-A-31 Puriscal,2032,13.82
CON_PAAM,CLUSTER C-5,MEA31,ME-A-31 Puriscal,2033,13.82
CON_PAAM,CLUSTER C-5,MEA31,ME-A-31 Puriscal,2034,13.82
CON_PAAM,CLUSTER C-5,MEA31,ME-A-31 Puriscal,2035,13.82
CON_PAAM,CLUSTER C-5,MEA31,ME-A-31 Puriscal,2036,13.82
CON_PAAM,CLUSTER C-5,MEA31,ME-A-31 Puriscal,2037,13.82
CON_PAAM,CLUSTER C-5,MEA31,ME-A-31 Puriscal,2038,13.82
CON_PAAM,CLUSTER C-5,MEA31,ME-A-31 Puriscal,2039,13.82
CON_PAAM,CLUSTER C-5,MEA31,ME-A-31 Puriscal,2040,13.82
CON_PAAM,PAAM / RESERVA,MEA32,ME-A-32-PAAM (RESERVA),2024,0.0
CON_PAAM,PAAM / RESERVA,MEA32,ME-A-32-PAAM (RESERVA),2025,0.0
CON_PAAM,PAAM / RESERVA,MEA32,ME-A-32-PAAM (RESERVA),2026,0.0
CON_PAAM,PAAM / RESERVA,MEA32,ME-A-32-PAAM (RESERVA),2027,0.0
CON_PAAM,PAAM / RESERVA,MEA32,ME-A-32-PAAM (RESERVA),2028,0.0
CON_PAAM,PAAM / RESERVA,MEA32,ME-A-32-PAAM (RESERVA),2029,0.0
CON_PAAM,PAAM / RESERVA,MEA32,ME-A-32-PAAM (RESERVA),2030,0.0
CON_PAAM,PAAM / RESERVA,MEA32,ME-A-32-PAAM (RESERVA),2031,0.0
CON_PAAM,PAAM / RESERVA,MEA32,ME-A-32-PAAM (RESERVA),2032,777.19
CON_PAAM,PAAM / RESERVA,MEA32,ME-A-32-PAAM (RESERVA),2033,637.34
CON_PAAM,PAAM / RESERVA,MEA32,ME-A-32-PAAM (RESERVA),2034,610.67
CON_PAAM,PAAM / RESERVA,MEA32,ME-A-32-PAAM (RESERVA),2035,590.0
CON_PAAM,PAAM / RESERVA,MEA32,ME-A-32-PAAM (RESERVA),2036,575.58
CON_PAAM,PAAM / RESERVA,MEA32,ME-A-32-PAAM (RESERVA),2037,586.16
CON_PAAM,PAAM / RESERVA,MEA32,ME-A-32-PAAM (RESERVA),2038,571.74
CON_PAAM,PAAM / RESERVA,MEA32,ME-A-32-PAAM (RESERVA),2039,557.32
CON_PAAM,PAAM / RESERVA,MEA32,ME-A-32-PAAM (RESERVA),2040,542.9
